ESC signal (µs),Thrust (kgf),Thrust (N),Norm RPM^2,RPM,Voltage (V),Current (A)
1000,0,0.00,0.00,0,97.76,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.77,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.78,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.79,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.81,0
1000,0,0.00,0.00,0,97.81,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.81,0
1000,0,0.00,0.00,0,97.81,0
1000,0,0.00,0.00,0,97.81,0
1000,0,0.00,0.00,0,97.81,0
1000,0,0.00,0.00,0,97.81,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.81,0
1000,0,0.00,0.00,0,97.81,0
1000,0,0.00,0.00,0,97.81,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.8,0
1000,0,0.00,0.00,0,97.81,0
1000,0,0.00,0.00,0,97.81,0
1000,0,0.00,0.00,0,97.81,0
