Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,
0.2297277500000098,1000,,,,-0.0625,0.03173828125,-0.98671875,-0.0008331742409890495,0.04821885873822519,16.58837776184082,0.38899617493152616,0,0,6.452814477906566,0,0,0,0,0.05859375,,
0.24906200000000095,1000,,,,-0.0625,0.03212890625,-0.98603515625,-0.0008394061862162588,0.04704618662639444,16.58768606185913,0.388951413333416,0,0,6.451801624874844,0,0,0,0,0.05859375,,
0.7412344999999957,1000,,,,-0.0625,0.03203125,-0.9859375,-0.0008048767720577439,0.0471154222890009,16.58769245147705,0.3890000119805336,0,0,6.452611581606942,0,0,0,0,0.05859375,,
1.224812499999994,1000,,,,-0.0625,0.031640625,-0.987890625,-0.000833234791540597,0.04831596867859701,16.587639904022218,0.3843122199177742,0,0,6.374832407939598,0,0,0,0,0.05859375,,
1.6783040000000025,1000,,,,-0.0625,0.0318359375,-0.98583984375,-0.0008404291672809008,0.046010698056452116,16.58799171447754,0.38793170303106306,0,0,6.435011879980985,0,0,0,0,0.05859375,,
2.1355822499999997,1000,,,,-0.0625,0.03193359375,-0.984765625,-0.0008460407286307321,0.04829751045094613,16.58852872848511,0.3875165656208992,0,0,6.428330377933119,0,0,0,0,0.05859375,,
2.6399554999999997,1000,,,,-0.0625,0.03203125,-0.98896484375,-0.0008162939785115901,0.046564043319135516,16.588626670837403,0.38641795963048936,0,0,6.41014146630234,0,0,0,0,0.05859375,,
3.1278337499999997,1000,,,,-0.0625,0.0318359375,-0.9869140625,-0.0008309786893004858,0.05282773832661242,16.588244724273682,0.3879832461476326,0,0,6.4359603296884105,0,0,0,0,0.05859375,,
3.618070500000003,1112.5,,,,-0.0640625,0.0302734375,-0.99609375,0.003773789961294815,0.06921720437881501,16.58090000152588,0.6478588238358498,817,597,10.735630284561534,0.3322705465178618,3.054542542778823,0.03545085751872688,0.0030243098629794034,0.06904296875,,
4.119334249999998,1150,,,,-0.05615234375,0.005078125,-0.99873046875,0.0002507785555215493,0.13419994178548608,16.581671810150148,0.6097618132829666,3290,3288,10.110867697656294,0.09678191066632688,0.9605157265849694,0.23876864556922212,0.013278424788881117,0.1412109375,,
