Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,
1.24220110000002,1150,,,,-0.06546875,0.002734375,-0.9990625,0.0010376043009794674,0.07791872029978363,16.744922008514404,0.7086014854907989,3299,3303,11.865466380375391,0.3663675857897325,3.1022426820505102,0.23433294019449835,0.006572464338658079,0.2049609375,,
1.2416765000000043,1150,,,,-0.0722265625,0.01146484375,-1.00189453125,0.000979634521633624,0.07701538599319804,16.74360857009888,0.7056501811742782,3297,3296,11.8151224588865,0.3383485541022661,2.870299879065038,0.24256576012879147,0.006522192976823498,0.2126953125,,
6.265784650000004,1200,,,,-0.04728515625,0.00328125,-0.99734375,0.002746540489317832,0.25267678584651826,16.728564853668214,1.0108548045158385,5648,5648,16.9100870639865,1.6251699458255706,9.671142975140647,0.1622308960087115,0.014987494894808901,0.40791015625,,
11.270914200000007,1250,,,,-0.0741796875,0.00990234375,-0.98908203125,0.005344040096421249,0.5180291703367923,16.705965404510497,1.4178330135345458,7873,7873,23.686171492047098,4.407199833539932,18.711654770873235,0.11956829899061705,0.02193609105130435,0.33794921875,,
16.31636620000001,1300,,,,-0.07306640625,-0.00072265625,-1.00318359375,0.008438063988412662,0.836974859569383,16.67779853820801,1.938805433511734,9953,9952,32.33485319335156,8.794485767875555,27.279752009664715,0.09560461486973265,0.025941971576463517,0.3736328125,,
21.341491200000004,1350,,,,-0.09875,0.0144921875,-0.99240234375,0.01189526536459684,1.2013802833025367,16.644667415618898,2.5608040261268616,11864,11893,42.623581476059535,14.815877686826946,34.820332615619705,0.08124394628127211,0.0282377465163565,0.32970703125,,
26.366760300000006,1400,,,,-0.0878515625,0.03548828125,-0.99015625,0.015624891343421718,1.5972476439048486,16.605657272338867,3.2867283248901367,13648,13648,54.578132493771626,22.332081520250284,41.00046312656878,0.07162599726311283,0.029324056548621604,0.95076171875,,
31.391260199999998,1450,,,,-0.089921875,-0.005,-0.99509765625,0.019940989904955644,2.050573556972429,16.55839796066284,4.186838486194611,15324,15362,69.32676684765983,32.080214738018185,46.34920078145005,0.0640109672835737,0.029622543006629684,0.79859375,,
36.42837910000001,1500,,,,-0.09091796875,0.02240234375,-1.015625,0.024713067056398915,2.5314133318706835,16.50345932006836,5.206151704788208,16891,16928,85.92173887110047,43.81095375639202,51.24676034009569,0.05785321380389072,0.02960258003232356,0.655859375,,
50.517273800000005,1550,,,,-0.105625,0.08431640625,-1.03330078125,0.03010985044164627,3.1206999527849715,16.43985715866089,6.403114409446716,18712,18713,105.26553490714949,59.00567657037988,56.10872247298813,0.05293489643134647,0.029668948390650415,2.1537109375,,
65.55157274999998,1600,,,,-0.0540625,0.020625,-0.98529296875,0.036723956284751065,3.7967008073711694,16.35244251251221,8.070474100112914,20395,20393,131.97173163448073,78.42622630771693,59.456690841693664,0.0484318311796011,0.028784349881681177,0.78791015625,,
81.6240817,1650,,,,-0.092578125,-0.00755859375,-0.99845703125,0.04410115718291467,4.553114823403166,16.24396472930908,10.078242301940918,22104,22137,163.7100619911608,102.23671468031071,62.46816756320738,0.044550600732341475,0.027818591598558224,1.0608203125,,
98.69421619999999,1700,,,,-0.08140625,-0.0349609375,-0.94517578125,0.05620812324231988,5.76860521842899,16.05673152923584,13.788374547958375,24564,24594,221.39532918314077,144.76174004049048,65.40206602987388,0.039857540354032855,0.026060976199019523,3.90107421875,,
116.78841749999998,1750,,,,-0.0971875,0.06103515625,-1.01671875,0.06842250025971192,6.9492939725450595,15.87359474182129,17.298568782806395,26416,26527,274.58757027300265,190.0752772896601,69.24794952762966,0.036571311522409396,0.025316429737872185,1.9556640625,,
135.869885,1800,,,,0.09005859375,-0.04001953125,-0.97716796875,0.08280055741462465,8.079007255555084,15.668198728561402,21.03019317626953,28063,28123,329.50317340413307,243.84910383336012,74.0213008008903,0.03313690893982438,0.02452331255255117,2.27603515625,,
